barangay_psgc,species,date,count
402108021.0,Naja philippinensis,2026-01-14,1
402108027.0,Naja philippinensis,2026-01-16,1
402108028.0,Naja philippinensis,2026-01-17,1
402109028.0,Naja philippinensis,2025-10-16,1
402109053.0,Naja philippinensis,2025-10-16,1
402109059.0,Naja samarensis,2025-10-13,1
402110023.0,Naja philippinensis,2026-01-17,1
402110023.0,Ophiophagus hannah,2025-11-09,1
402110034.0,Ophiophagus hannah,2025-10-16,1
402110034.0,Ophiophagus hannah,2025-10-17,1
402110034.0,Ophiophagus hannah,2026-01-15,1
402113008.0,Naja philippinensis,2025-11-13,1
402115023.0,Naja philippinensis,2026-01-11,1
402115023.0,Naja philippinensis,2026-01-17,1
402118020.0,Naja philippinensis,2023-06-30,2
402118032.0,Naja philippinensis,2025-10-14,1
402118032.0,Naja philippinensis,2025-10-25,1
402118040.0,Naja philippinensis,2025-10-16,1
402118040.0,Naja philippinensis,2025-10-19,1
402118040.0,Ophiophagus hannah,2026-01-14,1
402119008.0,Ophiophagus hannah,2026-01-17,1
402120002.0,Naja philippinensis,2025-10-13,1
402120006.0,Naja philippinensis,2025-10-15,1
402120016.0,Naja philippinensis,2026-01-17,1
402120024.0,Naja philippinensis,2025-11-11,1
402120027.0,Naja philippinensis,2026-01-17,3
402121001.0,Naja philippinensis,2026-01-17,1
402122011.0,Naja philippinensis,2026-01-17,1
403404006.0,Ophiophagus hannah,2025-10-15,1
403404014.0,Ophiophagus hannah,2025-10-21,1
403404015.0,Naja philippinensis,2026-01-13,1
403404015.0,Naja philippinensis,2026-01-17,1
403404017.0,Naja philippinensis,2025-11-09,1
403405026.0,Naja philippinensis,2025-10-16,1
403405026.0,Naja philippinensis,2025-11-13,1
403405026.0,Naja philippinensis,2026-01-17,1
403405052.0,Naja philippinensis,2026-01-15,1
403406003.0,Naja philippinensis,2025-10-16,2
403406003.0,Naja philippinensis,2025-10-17,1
403406003.0,Naja philippinensis,2025-10-18,1
403406003.0,Naja philippinensis,2026-01-13,1
403406003.0,Naja philippinensis,2026-01-17,1
403407015.0,Naja philippinensis,2025-10-13,1
403407015.0,Naja philippinensis,2025-10-15,1
403407015.0,Naja philippinensis,2026-01-15,1
403409003.0,Naja philippinensis,2025-10-13,1
403410018.0,Naja philippinensis,2026-01-17,1
403411014.0,Naja philippinensis,2026-01-17,1
403417034.0,Ophiophagus hannah,2026-01-17,1
403421002.0,Naja philippinensis,2025-10-15,1
403421004.0,Naja philippinensis,2025-10-15,1
403422004.0,Naja philippinensis,2025-10-12,1
403422004.0,Naja philippinensis,2026-01-17,1
403424007.0,Naja philippinensis,2025-10-22,1
403424007.0,Naja philippinensis,2026-01-16,1
403424008.0,Naja philippinensis,2026-01-17,1
403424031.0,Naja philippinensis,2025-10-14,1
403424031.0,Naja philippinensis,2025-10-16,1
403425011.0,Ophiophagus hannah,2025-10-13,1
403427020.0,Naja philippinensis,2025-10-20,1
403428012.0,Naja philippinensis,2025-10-27,1
403428020.0,Ophiophagus hannah,2025-10-14,1
403429013.0,Naja philippinensis,2026-01-17,1
403429022.0,Naja philippinensis,2025-10-15,1
403430010.0,Naja philippinensis,2025-10-20,1
403430010.0,Naja philippinensis,2026-01-15,1
405603005.0,Naja philippinensis,2026-01-17,1
405607015.0,Naja philippinensis,2026-01-17,1
405607015.0,Ophiophagus hannah,2026-01-17,1
405608001.0,Naja philippinensis,2026-01-17,1
405608019.0,Naja philippinensis,2025-10-10,1
405608019.0,Naja philippinensis,2026-01-17,1
405616009.0,Ophiophagus hannah,2026-01-17,1
405619041.0,Naja philippinensis,2025-10-16,1
405622008.0,Naja philippinensis,2026-01-17,1
405641014.0,Naja philippinensis,2025-10-18,1
405647032.0,Naja philippinensis,2025-10-17,1
405647032.0,Naja philippinensis,2025-10-19,1
405647032.0,Naja philippinensis,2026-01-17,1
405647057.0,Naja philippinensis,2026-01-14,1
405647057.0,Naja philippinensis,2026-01-17,1
405802008.0,Naja philippinensis,2025-10-15,1
405802009.0,Naja philippinensis,2025-10-28,1
405802009.0,Naja samarensis,2026-01-17,1
405803010.0,Naja philippinensis,2025-10-20,1
405804007.0,Naja philippinensis,2025-10-16,1
405804007.0,Naja philippinensis,2026-01-15,1
405804007.0,Naja philippinensis,2026-01-17,2
405804013.0,Ophiophagus hannah,2025-10-21,1
405804013.0,Ophiophagus hannah,2025-11-13,2
405804020.0,Naja philippinensis,2026-01-17,2
405804020.0,Ophiophagus hannah,2025-10-16,1
405804024.0,Naja philippinensis,2026-01-17,1
405804035.0,Naja philippinensis,2025-10-15,1
405805014.0,Naja philippinensis,2025-10-15,1
405806022.0,Naja philippinensis,2025-11-13,1
405807015.0,Naja philippinensis,2025-10-22,1
405807015.0,Naja philippinensis,2026-01-16,1
405808009.0,Naja philippinensis,2019-01-17,1
405809006.0,Naja philippinensis,2025-11-13,1
405809008.0,Naja philippinensis,2026-01-17,1
405810001.0,Naja philippinensis,2026-01-16,1
405811006.0,Ophiophagus hannah,2026-01-17,1
405811013.0,Ophiophagus hannah,2025-10-17,1
405812012.0,Naja philippinensis,2025-10-16,1
405812012.0,Naja philippinensis,2026-01-17,1
405813002.0,Naja philippinensis,2026-01-16,1
431200008.0,Naja philippinensis,2026-01-17,1
431200008.0,Naja philippinensis,2026-01-19,1
431200008.0,Ophiophagus hannah,2025-10-16,1
431200011.0,Naja philippinensis,2026-01-17,1
500502047.0,Naja philippinensis,2025-11-13,1
500502047.0,Naja philippinensis,2026-01-17,2
500503048.0,Naja philippinensis,2025-10-15,1
500506041.0,Naja philippinensis,2025-11-13,1
500506049.0,Naja philippinensis,2026-01-17,1
500507007.0,Naja philippinensis,2025-11-13,1
500507007.0,Naja philippinensis,2026-01-16,1
500508015.0,Naja philippinensis,2025-10-10,1
500508015.0,Naja philippinensis,2025-10-17,1
500508015.0,Naja philippinensis,2026-01-17,2
500508023.0,Naja philippinensis,2025-10-16,1
500510014.0,Naja philippinensis,2026-01-17,1
500512026.0,Naja philippinensis,2025-10-15,1
500513026.0,Naja philippinensis,2025-10-18,1
500513029.0,Naja philippinensis,2025-10-16,1
500513029.0,Naja philippinensis,2025-10-25,1
500513029.0,Naja philippinensis,2026-01-17,1
500514013.0,Naja philippinensis,2025-10-25,1
500514013.0,Naja philippinensis,2025-10-27,1
500514013.0,Naja philippinensis,2026-01-19,1
500516011.0,Naja philippinensis,2025-10-15,1
500518028.0,Naja philippinensis,2026-01-17,1
501606035.0,Naja philippinensis,2025-10-15,1
501606035.0,Naja philippinensis,2025-10-16,1
501606035.0,Naja philippinensis,2025-10-25,1
501606035.0,Naja philippinensis,2025-11-13,1
501606046.0,Naja philippinensis,2026-01-17,1
501701016.0,Naja philippinensis,2024-04-01,2
501705023.0,Naja philippinensis,2025-10-13,1
501705023.0,Naja philippinensis,2025-10-21,1
501707009.0,Naja philippinensis,2025-11-07,1
501708001.0,Naja philippinensis,2023-01-12,2
501708028.0,Naja philippinensis,2024-05-09,1
501716025.0,Naja philippinensis,2025-10-16,1
501716030.0,Naja philippinensis,2026-01-17,1
501722024.0,Naja philippinensis,2025-10-15,1
501723033.0,Naja philippinensis,2025-11-13,1
501724012.0,Naja philippinensis,2025-10-20,1
501724013.0,Naja philippinensis,2026-01-15,1
501724013.0,Naja philippinensis,2026-01-17,1
501725016.0,Naja philippinensis,2026-01-10,1
501727017.0,Naja philippinensis,2026-01-17,1
501728001.0,Naja philippinensis,2025-10-16,1
501728001.0,Naja philippinensis,2025-10-17,1
501728001.0,Naja philippinensis,2026-01-11,1
501728001.0,Naja philippinensis,2026-01-16,1
501728001.0,Naja philippinensis,2026-01-17,1
501728001.0,Ophiophagus hannah,2025-10-27,1
501728020.0,Naja philippinensis,2025-11-13,1
501728026.0,Naja philippinensis,2025-10-13,1
501728026.0,Naja philippinensis,2025-10-14,1
501728026.0,Naja philippinensis,2025-10-25,1
501728026.0,Naja philippinensis,2026-01-14,1
501728026.0,Naja philippinensis,2026-01-16,1
501728026.0,Naja philippinensis,2026-01-17,4
501728026.0,Ophiophagus hannah,2026-01-11,1
501728026.0,Ophiophagus hannah,2026-01-17,1
501731014.0,Naja philippinensis,2025-10-16,1
501733023.0,Naja philippinensis,2025-10-15,1
501734040.0,Naja philippinensis,2025-10-25,1
501734043.0,Ophiophagus hannah,2025-10-16,1
501736015.0,Naja philippinensis,2025-10-13,1
501736015.0,Naja philippinensis,2026-01-16,1
501736015.0,Naja philippinensis,2026-01-17,1
502003002.0,Ophiophagus hannah,2009-10-08,1
502005008.0,Naja philippinensis,2025-11-13,1
502010020.0,Naja philippinensis,2025-11-09,1
502010020.0,Naja philippinensis,2025-11-13,1
504105027.0,Naja philippinensis,2025-10-16,1
504105027.0,Naja philippinensis,2026-01-16,1
504106008.0,Naja philippinensis,2025-10-18,1
504112011.0,Naja philippinensis,2025-10-16,1
504112011.0,Naja philippinensis,2025-11-13,1
504116015.0,Naja samarensis,2025-10-25,1
506203009.0,Naja philippinensis,2026-01-15,1
506203033.0,Ophiophagus hannah,2025-11-13,1
506210019.0,Naja philippinensis,2025-10-28,1
506211027.0,Naja philippinensis,2025-11-08,1
506211027.0,Naja philippinensis,2026-01-11,1
506211027.0,Naja philippinensis,2026-01-15,1
